ID_PIVO,UMIDADE,TEMPERATURA,PH,N,P,K,ESTADO_BOMBA,CAPTURADO_EM
p1,53.91,35.48,4.32,47,29,7,OFF,2026-05-19 00:54:41
p1,65.23,28.63,7.41,3,21,91,OFF,2026-05-19 00:54:44
p2,80,15.41,6.4,78,70,15,OFF,2026-05-19 00:54:47
p2,70.36,20.58,6.76,3,47,8,OFF,2026-05-19 00:54:50
p1,64.62,32.44,7.07,79,20,60,OFF,2026-05-19 00:54:53
p2,62.79,22.46,4,91,100,70,OFF,2026-05-19 00:54:55
p1,75.1,20.89,6.98,76,69,28,OFF,2026-05-19 00:54:58
p3,68.05,21.18,4,98,25,79,OFF,2026-05-19 00:54:59
p3,69.32,22.11,4.35,33,84,81,OFF,2026-05-19 00:55:04
p1,63.9,28.78,7.89,5,61,62,ON,2026-05-19 00:55:04
p2,65.94,29.94,4,69,31,22,OFF,2026-05-19 00:55:10
p2,72.66,20.55,4.72,85,17,47,OFF,2026-05-19 00:55:10
p3,74.06,19.49,6.14,32,79,42,OFF,2026-05-19 00:55:11
p3,71.21,19.17,5.59,12,20,26,OFF,2026-05-19 00:55:13
p2,47.13,38.29,4.68,87,84,92,OFF,2026-05-19 00:55:17
p3,69.77,16.8,4.59,73,11,93,OFF,2026-05-19 00:55:23
p3,50.16,36.01,4.81,60,5,95,OFF,2026-05-19 00:55:26
p2,63.48,27.24,5.18,81,20,36,OFF,2026-05-19 00:55:27
p2,51.92,38.57,6.29,29,9,10,ON,2026-05-19 00:55:29
p2,63.27,34.34,6.37,81,47,27,OFF,2026-05-19 00:55:32
p3,59.85,20.08,7.37,0,86,59,OFF,2026-05-19 00:55:32
p3,64.53,23.8,5.29,54,13,3,OFF,2026-05-19 00:55:33
p3,69.77,19.56,4.77,2,71,80,ON,2026-05-19 00:55:33
p3,51.2,36.13,4,34,14,58,OFF,2026-05-19 00:55:36
p3,57.06,25.43,5.97,85,15,35,OFF,2026-05-19 00:55:45
p2,68.07,27.36,4.41,21,11,10,OFF,2026-05-19 00:55:46
p2,58.1,31.08,4,12,33,95,ON,2026-05-19 00:55:53
p3,54.28,32.11,6.01,5,57,39,OFF,2026-05-19 00:55:53
p3,65.27,24.03,4.96,66,31,60,OFF,2026-05-19 00:55:54
p1,70.85,17.1,5.32,28,93,61,OFF,2026-05-19 00:55:56
p3,79.6,21.02,5.68,95,26,41,OFF,2026-05-19 00:55:56
p2,49.97,34.06,6.25,86,18,11,OFF,2026-05-19 00:55:56
p1,66.29,30.17,5.15,72,32,58,ON,2026-05-19 00:55:57
p2,51.02,36.04,4,92,58,18,OFF,2026-05-19 00:56:00
p1,77.65,17.92,4,80,88,46,OFF,2026-05-19 00:56:00
p1,69.47,20.68,4,21,85,76,OFF,2026-05-19 00:56:00
p3,52.85,36.86,4,70,76,52,OFF,2026-05-19 00:56:00
p1,76.06,19.01,6.26,77,62,16,OFF,2026-05-19 00:56:03
p3,80,16.88,4.55,93,23,74,OFF,2026-05-19 00:56:04
p3,60.78,31.34,4.97,9,56,64,OFF,2026-05-19 00:56:05
p1,60.02,35.34,6.31,25,91,90,OFF,2026-05-19 00:56:07
p1,75.14,17.28,7.51,17,92,31,OFF,2026-05-19 00:56:17
p3,59.11,32.04,7.84,0,28,77,ON,2026-05-19 00:56:19
p3,53.53,36.16,4,92,42,43,OFF,2026-05-19 00:56:22
p1,57.39,38.61,4.08,69,18,0,OFF,2026-05-19 00:56:23
p3,71.12,25.7,4,84,78,26,OFF,2026-05-19 00:56:24
p3,60.28,26.33,7.38,73,46,30,ON,2026-05-19 00:56:28
p1,55.14,33.59,4,90,58,81,OFF,2026-05-19 00:56:40
p3,73.64,19.52,8.06,24,89,14,OFF,2026-05-19 00:56:42
p1,57.23,25.93,4.41,66,17,30,ON,2026-05-19 00:56:52
p2,62.34,39.13,4.35,90,24,98,OFF,2026-05-19 00:56:53
p3,67.35,21.71,6.75,44,9,39,OFF,2026-05-19 00:56:55
p1,52.24,34.49,6.43,39,71,24,OFF,2026-05-19 00:56:57
p3,59.29,22.49,4.48,5,29,94,OFF,2026-05-19 00:56:58
p2,65.36,35.38,4.25,22,31,22,OFF,2026-05-19 00:57:00
p1,73.78,29.13,5.34,72,9,83,OFF,2026-05-19 00:57:00
p2,50.87,34.96,6.63,32,83,76,OFF,2026-05-19 00:57:01
p1,69.72,24.55,7.08,27,75,48,ON,2026-05-19 00:57:02
p1,76.37,19.43,4,26,88,5,OFF,2026-05-19 00:57:02
p2,70.3,23.62,7.46,65,14,76,OFF,2026-05-19 00:57:07
p2,77.36,15.74,5.42,22,75,56,OFF,2026-05-19 00:57:11
p1,56.05,34.86,6.93,80,15,94,OFF,2026-05-19 00:57:13
p3,80,15.49,4.11,67,43,51,OFF,2026-05-19 00:57:15
p2,52.33,34.62,4.71,13,98,36,ON,2026-05-19 00:57:17
p3,53.14,31.54,5.96,90,95,95,OFF,2026-05-19 00:57:25
p1,78.25,20.14,5.88,32,25,23,OFF,2026-05-19 00:57:26
p2,67.09,23.42,4.88,76,54,46,OFF,2026-05-19 00:57:26
p3,67.61,24.95,7.15,64,58,8,OFF,2026-05-19 00:57:27
p2,58.63,32.22,4,31,25,24,OFF,2026-05-19 00:57:27
p2,51.47,38.9,5.41,84,95,83,OFF,2026-05-19 00:57:28
p1,58.38,27.8,4,50,20,72,OFF,2026-05-19 00:57:30
p1,52.6,33.17,5.35,24,31,66,OFF,2026-05-19 00:57:34
p1,67.48,19.86,5.51,33,53,50,OFF,2026-05-19 00:57:37
p1,56.96,31.73,4,9,86,4,OFF,2026-05-19 00:57:38
p1,47.45,37.61,8.27,17,55,24,OFF,2026-05-19 00:57:38
p3,62.99,33.72,7.27,40,57,45,OFF,2026-05-19 00:57:42
p3,55.12,32.57,6.96,63,73,35,ON,2026-05-19 00:57:48
p1,73.09,20.88,6.87,6,80,3,OFF,2026-05-19 00:57:50
p3,52.49,34.51,4.39,47,45,65,ON,2026-05-19 00:57:56
p2,64.29,33.58,4,74,1,77,OFF,2026-05-19 00:57:59
p1,59.39,35.68,4.02,4,64,82,OFF,2026-05-19 00:58:00
p2,45,39.34,4.42,59,98,77,OFF,2026-05-19 00:58:00
p3,60.44,30.49,5.68,88,100,86,OFF,2026-05-19 00:58:00
p3,65.13,23.38,7.14,16,62,77,OFF,2026-05-19 00:58:04
p3,76.75,23.33,6.74,56,13,14,OFF,2026-05-19 00:58:04
p3,56.16,32.53,7.22,44,66,59,OFF,2026-05-19 00:58:07
p3,47.36,39,4.09,90,52,52,OFF,2026-05-19 00:58:10
p2,62.13,32.19,4,52,23,17,OFF,2026-05-19 00:58:10
p1,56.79,33.98,4,80,87,93,OFF,2026-05-19 00:58:11
p3,80,17.9,6.27,86,63,87,OFF,2026-05-19 00:58:13
p2,73.8,17.29,6.18,59,79,57,OFF,2026-05-19 00:58:22
p1,68.45,23.2,6.73,43,54,33,ON,2026-05-19 00:58:27
p2,65.11,33.75,5,14,73,84,OFF,2026-05-19 00:58:34
p3,56.6,35.94,4.48,3,8,81,OFF,2026-05-19 00:58:36
p1,54.74,33.98,6.11,48,20,45,OFF,2026-05-19 00:58:36
p2,62.74,28.26,4.83,33,15,32,OFF,2026-05-19 00:58:37
p2,61.81,28.38,5.6,96,83,35,ON,2026-05-19 00:58:38
p1,70.11,22.74,4.29,78,19,80,OFF,2026-05-19 00:58:38
p2,67.54,26.54,4,82,31,3,OFF,2026-05-19 00:58:44
p3,76.1,20.19,7.75,43,47,37,ON,2026-05-19 00:58:47
p2,56.52,31.44,4.26,90,84,84,OFF,2026-05-19 00:58:51
p3,72.25,29.97,4,93,28,38,OFF,2026-05-19 00:58:54
p1,72.05,26,4,50,11,13,OFF,2026-05-19 00:58:54
p2,68.95,26.8,5.16,36,22,27,OFF,2026-05-19 00:58:54
p2,80,16.21,4,63,79,84,OFF,2026-05-19 00:59:04
p1,76.06,21.53,6.2,78,97,5,OFF,2026-05-19 00:59:05
p2,45.84,30.09,4.51,1,7,19,OFF,2026-05-19 00:59:06
p1,68.54,19.87,4,46,69,24,OFF,2026-05-19 00:59:06
p1,64.71,26.43,8.15,35,37,31,OFF,2026-05-19 00:59:08
p3,70.81,18.41,4,84,63,31,OFF,2026-05-19 00:59:10
p1,71.06,22.05,5.83,54,33,80,OFF,2026-05-19 00:59:10
p1,72.45,20.31,4.38,66,43,75,OFF,2026-05-19 00:59:10
p1,68.71,19.2,5.19,84,2,33,OFF,2026-05-19 00:59:13
p1,58.26,32.3,6.77,74,66,79,OFF,2026-05-19 00:59:24
p1,80,15.31,5.42,46,100,54,OFF,2026-05-19 00:59:25
p3,77.25,23.06,4,85,40,10,OFF,2026-05-19 00:59:27
p3,56.94,35.63,6.28,56,15,1,OFF,2026-05-19 00:59:28
p2,67.68,26.95,4.26,73,40,90,OFF,2026-05-19 00:59:28
p1,50.92,37.07,6.48,34,54,46,OFF,2026-05-19 00:59:28
p1,62.79,31.02,4,99,28,19,OFF,2026-05-19 00:59:36
p1,51.3,35.53,4,91,5,88,ON,2026-05-19 00:59:36
p2,72.46,27.61,7.05,85,71,68,OFF,2026-05-19 00:59:45
p2,57.13,35.86,4,12,99,69,ON,2026-05-19 00:59:46
p1,70.38,25.52,4,84,23,65,OFF,2026-05-19 00:59:46
p2,59.49,39.56,6.03,38,61,57,OFF,2026-05-19 00:59:46
p1,80,22.1,4.97,30,1,94,OFF,2026-05-19 00:59:56
p2,67.18,28.46,6.4,35,64,48,OFF,2026-05-19 00:59:58
p1,53.81,32.33,4.17,78,28,47,OFF,2026-05-19 01:00:01
p1,63.44,29.93,4,38,25,29,OFF,2026-05-19 01:00:03
p1,62.5,27.3,4.28,81,93,5,OFF,2026-05-19 01:00:11
p2,74.71,16.92,4,98,50,67,OFF,2026-05-19 01:00:12
p2,49.13,32.31,7.02,72,61,17,OFF,2026-05-19 01:00:13
p1,66.09,28.03,6.46,73,77,33,ON,2026-05-19 01:00:19
p2,60.08,32.2,4,41,31,99,OFF,2026-05-19 01:00:20
p1,70.14,23.47,4,78,7,50,OFF,2026-05-19 01:00:23
p3,75.62,18.54,6.78,40,84,98,OFF,2026-05-19 01:00:24
p2,78.78,16.52,4,48,36,16,OFF,2026-05-19 01:00:25
p3,54.99,30.71,4,67,95,74,OFF,2026-05-19 01:00:27
p3,61.4,35.19,5.79,62,73,44,OFF,2026-05-19 01:00:28
p3,76.27,19.22,5.96,55,56,9,OFF,2026-05-19 01:00:29
p2,73.64,16.95,7.57,0,30,7,OFF,2026-05-19 01:00:39
p3,80,16.6,5.55,71,63,16,OFF,2026-05-19 01:00:41
p3,74.68,16.81,4.02,28,89,96,ON,2026-05-19 01:00:43
p1,51.64,37.09,6.96,7,66,88,ON,2026-05-19 01:00:49
p1,55.73,32.28,5.25,44,8,81,OFF,2026-05-19 01:00:49
p2,80,15.13,5.27,11,2,6,OFF,2026-05-19 01:00:52
p1,76.47,21.7,4.73,5,23,64,ON,2026-05-19 01:01:00
p3,59.74,28.42,4,10,25,38,OFF,2026-05-19 01:01:00
p3,57.27,35.03,6.14,6,10,48,OFF,2026-05-19 01:01:03
p1,63,24.63,4.34,61,55,48,OFF,2026-05-19 01:01:06
p1,80,16.85,4,58,11,73,OFF,2026-05-19 01:01:06
p1,71.82,21.05,6.13,42,67,54,OFF,2026-05-19 01:01:11
p1,48.75,39.24,8.17,19,88,42,OFF,2026-05-19 01:01:16
p2,43.44,39.77,6.53,15,79,56,ON,2026-05-19 01:01:16
p1,58.74,33.81,5.77,0,53,2,OFF,2026-05-19 01:01:17
p2,69.05,25.83,4.03,69,91,29,OFF,2026-05-19 01:01:19
p1,61.03,32.33,4.64,42,87,71,OFF,2026-05-19 01:01:24
p1,62.33,31.87,5.99,18,68,87,OFF,2026-05-19 01:01:26
p1,55.12,36.51,4.13,100,95,77,OFF,2026-05-19 01:01:27
p1,45.16,36.08,6.76,100,99,91,OFF,2026-05-19 01:01:30
p3,51.66,39.65,4,79,46,89,OFF,2026-05-19 01:01:31
p1,56.42,36.73,4,100,99,14,OFF,2026-05-19 01:01:32
p3,51.07,38.77,5.37,7,5,56,OFF,2026-05-19 01:01:35
p3,67.47,25.07,6.31,38,62,97,OFF,2026-05-19 01:01:35
p3,59.03,37.74,6.15,4,46,69,ON,2026-05-19 01:01:37
p1,72.47,18.44,7.09,62,67,31,OFF,2026-05-19 01:01:39
p3,59.04,33.98,6.65,23,21,90,ON,2026-05-19 01:01:43
p3,74.73,28.51,5.31,20,32,15,OFF,2026-05-19 01:01:51
p1,71.46,21.87,5.01,24,11,68,OFF,2026-05-19 01:01:52
p2,68.78,27.36,7.46,69,55,14,OFF,2026-05-19 01:01:56
p2,80,15.35,7.12,18,42,58,OFF,2026-05-19 01:01:57
p1,53.3,35.32,7.97,43,42,67,OFF,2026-05-19 01:01:57
p1,74.73,15.15,4.16,28,68,20,OFF,2026-05-19 01:01:59
p3,73.47,20.61,5.82,63,44,88,OFF,2026-05-19 01:02:05
p3,80,17.97,4,84,42,88,OFF,2026-05-19 01:02:08
p2,71.14,25.72,5.7,64,17,47,OFF,2026-05-19 01:02:09
p2,66.85,26.94,4,33,69,91,OFF,2026-05-19 01:02:11
p3,54.04,36.84,6.49,74,65,85,OFF,2026-05-19 01:02:11
p1,57.19,35.92,4,85,87,90,ON,2026-05-19 01:02:14
p3,78.81,15.47,4.72,68,25,45,OFF,2026-05-19 01:02:18
p1,47.92,34.5,6.46,55,32,34,OFF,2026-05-19 01:02:21
p2,80,15.27,6.98,22,43,59,OFF,2026-05-19 01:02:22
p1,70.8,20.48,6,6,37,38,OFF,2026-05-19 01:02:26
p3,80,15.99,4,76,69,79,OFF,2026-05-19 01:02:26
p2,69.66,27.14,4,76,100,92,OFF,2026-05-19 01:02:35
p1,51.06,35.14,4,8,43,29,ON,2026-05-19 01:02:43
p2,66.19,32.52,6.88,100,54,1,OFF,2026-05-19 01:02:48
p1,60.37,32.45,7.13,17,24,32,OFF,2026-05-19 01:02:49
p3,67.72,28.6,4,7,66,42,OFF,2026-05-19 01:02:50
p2,58.24,30.96,4.75,22,63,26,ON,2026-05-19 01:02:52
p1,51.79,37.9,6.15,48,26,52,OFF,2026-05-19 01:02:53
p3,80,15.64,4,67,28,55,OFF,2026-05-19 01:02:57
p2,61.95,29.27,5.06,5,92,0,ON,2026-05-19 01:02:58
p3,51.15,35.47,5.67,31,24,63,ON,2026-05-19 01:03:01
p2,75.43,16.98,4.25,63,60,78,OFF,2026-05-19 01:03:06
p1,58.92,33.02,4,68,29,46,OFF,2026-05-19 01:03:07
p3,63.46,30.5,6.21,1,7,98,ON,2026-05-19 01:03:07
p3,75.01,18.84,4.08,75,18,88,OFF,2026-05-19 01:03:12
p1,56.69,38.77,4,96,84,47,OFF,2026-05-19 01:03:12
p1,59.28,33.98,4,88,19,9,ON,2026-05-19 01:03:20
p3,54.7,31.8,6.17,86,7,59,OFF,2026-05-19 01:03:21
p1,54.4,38.1,4.11,35,3,14,OFF,2026-05-19 01:03:22
p2,65.54,23.86,6.6,6,60,19,OFF,2026-05-19 01:03:27
p1,80,16.05,4,64,1,68,OFF,2026-05-19 01:03:27
p2,74.82,20.59,8.36,5,83,30,OFF,2026-05-19 01:03:32
p1,74.38,23.07,6.27,46,52,81,OFF,2026-05-19 01:03:42
p1,51.04,36.43,5.97,71,37,21,OFF,2026-05-19 01:03:46
p3,66.67,21.82,5.84,71,42,41,OFF,2026-05-19 01:03:50
p3,55.19,32.83,7.28,53,86,80,OFF,2026-05-19 01:03:54
p2,44.06,38.28,5.28,83,59,33,OFF,2026-05-19 01:03:58
p3,79.8,16.91,5.67,4,78,57,ON,2026-05-19 01:04:06
p1,54.81,29.41,8,56,10,18,OFF,2026-05-19 01:04:08
p2,59.5,30.27,4,93,48,24,OFF,2026-05-19 01:04:09
p1,68.26,22.98,4,40,1,91,OFF,2026-05-19 01:04:12
p3,78.64,17.54,7.88,40,73,27,OFF,2026-05-19 01:04:12
p1,80,16.03,4.36,25,71,100,ON,2026-05-19 01:04:21
p3,80,19.81,6.16,83,42,77,OFF,2026-05-19 01:04:21
p2,57.23,28.45,4,87,74,35,OFF,2026-05-19 01:04:26
p2,58.64,29.45,5.15,20,28,10,OFF,2026-05-19 01:04:27
p3,54.41,36.8,4.95,0,81,89,ON,2026-05-19 01:04:27
p1,76.31,17.73,4,35,6,30,OFF,2026-05-19 01:04:31
p3,40.34,38.59,7.28,79,19,82,OFF,2026-05-19 01:04:33
p3,76.77,18.31,5.01,72,39,34,OFF,2026-05-19 01:04:40
p3,52.27,36.67,4.92,26,79,62,OFF,2026-05-19 01:04:41
p3,77.62,18.8,8.44,2,37,60,OFF,2026-05-19 01:04:43
p3,73.28,27.15,4.34,53,73,7,OFF,2026-05-19 01:04:47
p3,70.11,17.1,6.62,89,14,29,OFF,2026-05-19 01:04:49
p1,61.62,28.51,7.75,2,25,16,OFF,2026-05-19 01:04:50
p1,75.63,18.72,5.29,30,100,76,OFF,2026-05-19 01:04:52
p2,48.32,36.4,4,61,39,39,ON,2026-05-19 01:04:57
p1,75.06,17.27,8.22,2,12,9,OFF,2026-05-19 01:05:01
p1,57.68,34.4,5.12,94,57,23,OFF,2026-05-19 01:05:05
p2,44.74,39.69,6.82,28,68,26,OFF,2026-05-19 01:05:09
p1,62.36,30.63,4.11,87,74,85,OFF,2026-05-19 01:05:12
p3,62.55,30.22,4.06,7,43,75,OFF,2026-05-19 01:05:13
p2,63.33,23.45,7.04,10,16,26,OFF,2026-05-19 01:05:14
p1,62.87,34.82,4.17,89,65,24,OFF,2026-05-19 01:05:16
p1,78.06,17.04,7.81,48,54,16,OFF,2026-05-19 01:05:17
p2,58.96,32.01,4.65,84,37,77,OFF,2026-05-19 01:05:20
p2,64.79,27.72,6.52,70,15,83,OFF,2026-05-19 01:05:22
p1,54.16,32.63,6.99,61,31,45,OFF,2026-05-19 01:05:22
p1,66.4,17.41,5.16,90,96,8,ON,2026-05-19 01:05:23
p1,71.18,24.13,4.31,31,5,71,OFF,2026-05-19 01:05:24
p3,61.94,24.32,7.48,76,35,58,OFF,2026-05-19 01:05:26
p3,62.55,31.6,7.94,9,47,81,OFF,2026-05-19 01:05:28
p2,60.26,26.86,5.97,84,10,23,ON,2026-05-19 01:05:33
p1,65.29,32.87,7.58,10,0,51,OFF,2026-05-19 01:05:37
p1,57.33,30.14,6.35,38,56,52,OFF,2026-05-19 01:05:37
p3,70.48,23.46,4,63,80,43,OFF,2026-05-19 01:05:42
p3,64.02,26.78,6.59,55,30,32,OFF,2026-05-19 01:05:44
p3,76.26,24.9,4,40,59,11,OFF,2026-05-19 01:05:46
p2,46.59,33.99,6.8,52,88,31,OFF,2026-05-19 01:05:46
p2,71.83,22.48,4,48,28,50,OFF,2026-05-19 01:05:47
p2,57.14,33.55,4.65,77,14,48,OFF,2026-05-19 01:05:51
p1,67.59,33.3,4.49,46,11,34,OFF,2026-05-19 01:05:52
p1,51.38,34.74,7.44,2,5,95,OFF,2026-05-19 01:05:56
p3,68.5,29.88,7.36,52,19,24,OFF,2026-05-19 01:05:57
p3,70.62,15.98,4.63,71,86,10,OFF,2026-05-19 01:06:02
p2,80,18.52,4.79,95,16,9,OFF,2026-05-19 01:06:07
p3,78.17,18.22,4,75,4,69,OFF,2026-05-19 01:06:07
p2,70.23,22.14,4,64,11,26,OFF,2026-05-19 01:06:11
p2,49.55,36.14,5.78,95,93,30,OFF,2026-05-19 01:06:17
p1,55.73,33.62,5.72,36,25,36,OFF,2026-05-19 01:06:17
p3,80,17.35,6.43,53,41,95,OFF,2026-05-19 01:06:18
p2,54.59,31.28,5.73,83,9,98,OFF,2026-05-19 01:06:19
p1,65.89,29.22,6.64,37,100,23,OFF,2026-05-19 01:06:21
p2,75.13,19.07,7.14,89,61,13,OFF,2026-05-19 01:06:35
p3,79.08,17.34,4,70,4,97,OFF,2026-05-19 01:06:41
p2,51,39.16,5.53,97,42,90,ON,2026-05-19 01:06:41
p2,66.29,28.02,6.09,48,25,60,OFF,2026-05-19 01:06:42
p2,70.92,23.12,6.11,92,92,73,OFF,2026-05-19 01:06:46
p2,71.19,28.61,5.61,98,25,16,OFF,2026-05-19 01:06:53
p1,78.95,17.4,5,23,8,67,OFF,2026-05-19 01:06:54
p2,79.58,15.51,6.14,73,38,79,OFF,2026-05-19 01:06:56
p1,79.96,15.25,4,54,61,92,OFF,2026-05-19 01:06:56
p1,74.19,18.4,4,95,22,59,OFF,2026-05-19 01:06:57
p1,50.48,39.36,4.72,41,66,22,ON,2026-05-19 01:06:59
p3,76.32,21.97,4.3,20,40,44,OFF,2026-05-19 01:07:00
p2,53.31,31.05,4,85,66,90,OFF,2026-05-19 01:07:01
p2,55.23,39.79,4.54,7,58,62,ON,2026-05-19 01:07:07
p2,73.75,19.65,6.28,6,99,25,OFF,2026-05-19 01:07:07
p3,67.6,27.51,4,95,74,64,OFF,2026-05-19 01:07:09
p2,63.87,20,4,94,44,92,OFF,2026-05-19 01:07:09
p1,59.18,33.6,4.19,9,60,25,ON,2026-05-19 01:07:13
p1,61.61,25.8,4.05,48,99,70,OFF,2026-05-19 01:07:16
p1,58.79,35.06,4,64,59,89,OFF,2026-05-19 01:07:18
p3,57.75,29.14,5.05,55,25,16,OFF,2026-05-19 01:07:22
p2,70.5,22.04,7.73,0,50,90,OFF,2026-05-19 01:07:34
p2,68.45,25.3,6.06,92,33,94,OFF,2026-05-19 01:07:34
p1,64.02,29,8.15,3,68,45,OFF,2026-05-19 01:07:34
p3,74.19,15.46,4,97,3,38,OFF,2026-05-19 01:07:35
p2,73.35,16.32,5.56,38,91,19,OFF,2026-05-19 01:07:36
p1,80,15.73,6.79,18,50,94,OFF,2026-05-19 01:07:37
p2,61.2,24.54,4,36,24,99,OFF,2026-05-19 01:07:42
p3,71.87,21.43,6.95,61,94,6,OFF,2026-05-19 01:07:43
p1,55.17,32.42,6.35,72,97,5,OFF,2026-05-19 01:07:43
p3,66.63,25.02,7.19,14,2,14,OFF,2026-05-19 01:07:45
p1,50.75,34.96,4,60,92,23,OFF,2026-05-19 01:07:46
p3,75.55,21.4,6.58,54,46,42,OFF,2026-05-19 01:07:47
p3,76.49,25.17,7.21,23,1,100,OFF,2026-05-19 01:07:47
p2,79.5,17.66,4,70,40,95,OFF,2026-05-19 01:07:48
p3,48.92,39.58,6.73,6,95,24,OFF,2026-05-19 01:07:48
p3,63.46,29.1,7.09,76,46,48,OFF,2026-05-19 01:07:49
p3,78.54,18.77,4.23,43,27,24,OFF,2026-05-19 01:07:54
p3,53.66,32.38,4,84,20,85,OFF,2026-05-19 01:08:00
p3,50.05,36.49,6.98,94,76,18,OFF,2026-05-19 01:08:00
p3,60.81,31.99,4,44,84,48,OFF,2026-05-19 01:08:01
p1,67.77,27.11,4,24,22,22,OFF,2026-05-19 01:08:02
p1,44.34,37.86,4,59,0,68,OFF,2026-05-19 01:08:03
p2,80,15.66,4.98,37,11,64,OFF,2026-05-19 01:08:06
p2,74.98,25.36,5.71,20,90,87,OFF,2026-05-19 01:08:11
p2,56.65,30.91,6.58,63,58,66,OFF,2026-05-19 01:08:29
p3,70.12,22.46,5.39,65,98,1,OFF,2026-05-19 01:08:30
p3,71.06,25.37,5.85,44,64,50,OFF,2026-05-19 01:08:30
p2,76.36,16.81,5.34,70,78,82,OFF,2026-05-19 01:08:31
p3,70.83,22.93,4.48,21,37,35,OFF,2026-05-19 01:08:35
p3,68.27,26.67,6.08,70,93,32,OFF,2026-05-19 01:08:38
p2,48.48,33.4,5.54,44,37,97,ON,2026-05-19 01:08:39
p1,56.66,32.97,4,88,50,7,OFF,2026-05-19 01:08:39
p2,77.88,27.38,4,93,95,61,OFF,2026-05-19 01:08:39
p3,59.49,31.22,5.53,72,71,34,ON,2026-05-19 01:08:40
p3,67.62,25.57,6.91,27,8,97,ON,2026-05-19 01:08:42
p2,67.22,22.04,7.45,67,86,61,OFF,2026-05-19 01:08:45
p3,61.42,29.12,8.1,19,52,80,ON,2026-05-19 01:08:50
p3,58.51,32.63,4.98,90,10,15,OFF,2026-05-19 01:08:54
p1,77.54,19.74,7.33,54,40,99,OFF,2026-05-19 01:08:55
p1,78.8,16.13,5.45,36,89,78,OFF,2026-05-19 01:09:00
p2,66.82,25.04,6,64,68,21,OFF,2026-05-19 01:09:04
p2,61.1,35.01,6.02,10,47,72,OFF,2026-05-19 01:09:04
p1,80,21.4,4.08,35,12,73,OFF,2026-05-19 01:09:07
p2,63.33,24.69,6.18,37,2,86,OFF,2026-05-19 01:09:10
p3,48.65,38.04,6.63,20,58,46,OFF,2026-05-19 01:09:10
p3,78.23,15.23,4,60,9,94,OFF,2026-05-19 01:09:11
p3,64.59,28.37,6.96,25,59,26,OFF,2026-05-19 01:09:11
p3,54.36,33.98,7.34,26,5,76,OFF,2026-05-19 01:09:11
p2,65.09,37.63,7.73,41,13,30,OFF,2026-05-19 01:09:12
p3,61.82,29.5,4,57,79,24,OFF,2026-05-19 01:09:14
p1,73.49,24.58,8.54,11,4,56,OFF,2026-05-19 01:09:14
p3,70.11,23.3,5.38,62,2,9,OFF,2026-05-19 01:09:15
p2,55.95,32.25,8.06,15,11,55,ON,2026-05-19 01:09:22
p3,67.93,19.2,5.44,74,35,7,OFF,2026-05-19 01:09:22
p3,65.39,28.2,4.45,40,45,4,OFF,2026-05-19 01:09:23
p1,56.08,33.82,6.62,27,86,67,OFF,2026-05-19 01:09:23
p2,63.71,21.36,4.37,96,98,89,OFF,2026-05-19 01:09:25
p2,79.78,18.28,5.78,91,85,1,OFF,2026-05-19 01:09:27
p1,80,23.93,4,92,30,16,OFF,2026-05-19 01:09:30
p1,76.61,18.55,6.76,44,64,40,OFF,2026-05-19 01:09:33
p3,53.8,33.87,8.1,15,19,95,OFF,2026-05-19 01:09:36
p3,52.5,36.82,4,76,70,70,OFF,2026-05-19 01:09:36
p3,60.15,39.34,7.5,54,39,20,OFF,2026-05-19 01:09:39
p2,75.51,17.22,7.8,7,1,20,OFF,2026-05-19 01:09:39
p3,72.88,22.33,5.91,0,57,17,ON,2026-05-19 01:09:43
p1,49.67,33.07,6.17,70,86,34,OFF,2026-05-19 01:09:44
p1,59.58,32.15,6.64,15,42,73,OFF,2026-05-19 01:09:44
p3,69.52,24.53,5.78,98,47,90,OFF,2026-05-19 01:09:49
p3,51.41,35.76,4.06,57,8,38,OFF,2026-05-19 01:09:55
p3,49.16,39.82,5.25,18,39,92,OFF,2026-05-19 01:09:56
p2,76.89,18.22,4,98,75,31,OFF,2026-05-19 01:10:01
p2,63.89,28.27,5.18,70,35,56,OFF,2026-05-19 01:10:02
p3,80,19.79,5.83,37,2,25,OFF,2026-05-19 01:10:10
p1,53.34,37.84,5.6,94,40,91,OFF,2026-05-19 01:10:12
p3,73.91,23.85,4,44,95,74,OFF,2026-05-19 01:10:12
p3,80,15.37,4,66,40,50,OFF,2026-05-19 01:10:13
p1,63.84,29.76,5.86,58,19,87,ON,2026-05-19 01:10:18
p1,67.05,31.68,5.48,23,85,19,OFF,2026-05-19 01:10:19
p3,54.64,36.38,4.37,36,99,61,OFF,2026-05-19 01:10:27
p3,51.95,35.83,7,96,68,11,OFF,2026-05-19 01:10:28
p3,71.75,28.54,5.9,20,1,97,OFF,2026-05-19 01:10:29
p2,63.06,31.04,7.18,18,11,11,OFF,2026-05-19 01:10:30
p3,60.91,33.48,4,49,53,3,OFF,2026-05-19 01:10:31
p3,61.62,29.22,7.62,48,11,43,OFF,2026-05-19 01:10:33
p3,47.75,38.13,6.14,39,83,38,ON,2026-05-19 01:10:35
p1,56.75,36.48,4.26,79,55,66,OFF,2026-05-19 01:10:38
p3,72.11,18.87,4.18,36,50,24,OFF,2026-05-19 01:10:40
